id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
6132,SKMD,medium_airport,Enrique Olaya Herrera Airport,6.219686,-75.590597,4949.0,SA,CO,CO-ANT,Medellín,yes,SKMD,EOH,SKMD,EOH,,https://en.wikipedia.org/wiki/Enrique_Olaya_Herrera_International_Airport,
6134,SKMG,medium_airport,Baracoa Airport,9.28474,-74.8461,178.0,SA,CO,CO-BOL,Magangué,no,SKMG,MGN,SKMG,MGN,,https://en.wikipedia.org/wiki/Baracoa_Regional_Airport,
6138,SKMR,medium_airport,Los Garzones Airport,8.82374,-75.8258,41.0,SA,CO,CO-COR,Montería,yes,SKMR,MTR,SKMR,MTR,,https://en.wikipedia.org/wiki/Los_Garzones_Airport,
6139,SKMU,medium_airport,Fabio Alberto Leon Bentley Airport,1.25366,-70.2339,680.0,SA,CO,CO-VAU,Mitú,yes,SKMU,MVP,SKMU,MVP,,https://en.wikipedia.org/wiki/Fabio_Alberto_Le%C3%B3n_Bentley_Airport,
6140,SKMZ,medium_airport,La Nubia Airport,5.0296,-75.4647,6871.0,SA,CO,CO-CAL,Manizales,yes,SKMZ,MZL,SKMZ,MZL,,https://en.wikipedia.org/wiki/La_Nubia_Airport,
6141,SKNV,medium_airport,Benito Salas Airport,2.95015,-75.294,1464.0,SA,CO,CO-HUI,Neiva,yes,SKNV,NVA,SKNV,NVA,,https://en.wikipedia.org/wiki/Benito_Salas_Airport,La Manguita
6142,SKOC,medium_airport,Aguas Claras Airport,8.31506,-73.3583,3850.0,SA,CO,CO-NSA,Ocaña,no,SKOC,OCV,SKOC,OCV,,https://en.wikipedia.org/wiki/Aguas_Claras_Airport,
6146,SKPC,medium_airport,German Olano Airport,6.18472,-67.4932,177.0,SA,CO,CO-VID,Puerto Carreño,yes,SKPC,PCR,SKPC,PCR,,https://en.wikipedia.org/wiki/Germ%C3%A1n_Olano_Airport,Puerto Carreño Airport
6147,SKPD,medium_airport,Obando Cesar Gaviria Trujillo Airport,3.85353,-67.9062,460.0,SA,CO,CO-GUA,Puerto Inírida,yes,SKPD,PDA,SKPD,PDA,,https://en.wikipedia.org/wiki/Obando_Airport,
6148,SKPE,medium_airport,Matecaña International Airport,4.81267,-75.7395,4416.0,SA,CO,CO-RIS,Pereira,yes,SKPE,PEI,SKPE,PEI,http://aeromate.gov.co,https://en.wikipedia.org/wiki/Mateca%C3%B1a_International_Airport,
6149,SKPI,medium_airport,Pitalito Airport,1.85777,-76.0857,4212.0,SA,CO,CO-HUI,Pitalito,no,SKPI,PTX,SKPI,,,https://en.wikipedia.org/wiki/Contador_Airport,
6151,SKPP,medium_airport,Guillermo León Valencia Airport,2.4544,-76.6093,5687.0,SA,CO,CO-CAU,Popayán,yes,SKPP,PPN,SKPP,PPN,,https://en.wikipedia.org/wiki/Guillermo_Leon_Valencia_Airport,
6152,SKPQ,medium_airport,German Olano Air Base,5.48361,-74.6574,566.0,SA,CO,CO-CUN,La Dorada,no,SKPQ,PAL,SKPQ,PQE,,https://en.wikipedia.org/wiki/Captain_Germ%C3%A1n_Olano_Moreno_Air_Base,Palanquero Airport
6154,SKPS,medium_airport,Antonio Nariño Airport,1.39625,-77.2915,5951.0,SA,CO,CO-NAR,Chachagüí,yes,SKPS,PSO,SKPS,PSO,,https://en.wikipedia.org/wiki/Antonio_Nari%C3%B1o_Airport,Pasto
6155,SKPV,medium_airport,El Embrujo Airport,13.357461,-81.357977,10.0,,CO,CO-SAP,Providencia,yes,SKPV,PVA,SKPV,PVA,,https://en.wikipedia.org/wiki/El_Embrujo_Airport,
6156,SKPZ,medium_airport,Paz De Ariporo Airport,5.87615,-71.8866,900.0,SA,CO,CO-CAS,Paz De Ariporo,no,SKPZ,PZA,SKPZ,PZA,,https://en.wikipedia.org/wiki/Paz_de_Ariporo_Airport,
6157,SKQU,medium_airport,Mariquita Airport,5.21256,-74.8836,1531.0,SA,CO,CO-TOL,Mariquita,no,SKQU,MQU,SKQU,MQU,,https://en.wikipedia.org/wiki/Mariquita_Airport,
6158,SKRG,medium_airport,Jose Maria Córdova International Airport,6.16454,-75.4231,6955.0,SA,CO,CO-ANT,Medellín,yes,SKRG,MDE,SKRG,MDE,,https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_C%C3%B3rdova_International_Airport,
6159,SKRH,medium_airport,Almirante Padilla Airport,11.5262,-72.926,43.0,SA,CO,CO-LAG,Riohacha,yes,SKRH,RCH,SKRH,RCH,,https://en.wikipedia.org/wiki/Riohacha_Airport,
6160,SKSJ,medium_airport,Jorge E. Gonzalez Torres Airport,2.57969,-72.6394,605.0,SA,CO,CO-GUV,San José Del Guaviare,yes,SKSJ,SJE,SKSJ,SJE,,https://en.wikipedia.org/wiki/Jorge_Enrique_Gonz%C3%A1lez_Torres_Airport,
6161,SKSM,medium_airport,Simón Bolívar International Airport,11.1196,-74.2306,22.0,SA,CO,CO-MAG,Santa Marta,yes,SKSM,SMR,SKSM,SMR,,https://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar_International_Airport_(Colombia),
6163,SKSP,medium_airport,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,19.0,,CO,CO-SAP,San Andrés,yes,SKSP,ADZ,SKSP,ADZ,,https://en.wikipedia.org/wiki/Gustavo_Rojas_Pinilla_International_Airport,
6164,SKSV,medium_airport,Eduardo Falla Solano Airport,2.15217,-74.7663,920.0,SA,CO,CO-CAQ,San Vicente Del Caguán,yes,SKSV,SVI,SKSV,SVI,,https://en.wikipedia.org/wiki/Eduardo_Falla_Solano_Airport,
6167,SKTJ,medium_airport,Tunja Airport,5.54138,-73.3445,8940.0,SA,CO,CO-BOY,Tunja,no,,,SKTJ,,,https://en.wikipedia.org/wiki/Tunja_Airport,
6168,SKTM,medium_airport,Gustavo Vargas Airport,6.45108,-71.7603,1050.0,SA,CO,CO-ARA,Tame,yes,SKTM,TME,SKTM,TME,,https://en.wikipedia.org/wiki/Gabriel_Vargas_Santos_Airport,
6169,SKTQ,medium_airport,Captain Ernesto Esguerra Cubides Air Base,0.7459,-75.234,585.0,SA,CO,CO-CAQ,Tres Esquinas,no,SKTQ,TQS,SKTQ,TQS,,https://en.wikipedia.org/wiki/Captain_Ernesto_Esguerra_Cubides_Air_Base,
6170,SKUA,medium_airport,Marandúa Air Base,5.52448,-68.6856,285.0,SA,CO,CO-VID,Marandúa,no,,,SKUA,MQZ,,https://en.wikipedia.org/wiki/Marand%C3%BAa_Air_Base,
6171,SKUC,medium_airport,Santiago Perez Airport,7.06888,-70.7369,420.0,SA,CO,CO-ARA,Arauca,yes,SKUC,AUC,SKUC,AUC,,https://en.wikipedia.org/wiki/Santiago_P%C3%A9rez_Airport,
6172,SKUI,medium_airport,El Caraño Airport,5.69076,-76.6412,204.0,SA,CO,CO-CHO,Quibdó,yes,SKUI,UIB,SKUI,UIB,,https://en.wikipedia.org/wiki/El_Cara%C3%B1o_Airport,
6173,SKUL,medium_airport,Heriberto Gíl Martínez Airport,4.08836,-76.2351,3132.0,SA,CO,CO-VAC,Tuluá,no,SKUL,ULQ,SKUL,ULQ,,https://en.wikipedia.org/wiki/Heriberto_G%C3%ADl_Mart%C3%ADnez_Airport,Farfan Airport
6176,SKVP,medium_airport,Alfonso López Pumarejo Airport,10.435,-73.2495,483.0,SA,CO,CO-CES,Valledupar,yes,SKVP,VUP,SKVP,VUP,,https://en.wikipedia.org/wiki/Valledupar_Airport,
6177,SKVV,medium_airport,Vanguardia Airport,4.16787,-73.6138,1394.0,SA,CO,CO-MET,Villavicencio,yes,SKVV,VVC,SKVV,VVC,,https://en.wikipedia.org/wiki/La_Vanguardia_Airport,
6178,SKYP,medium_airport,El Alcaravan - Yopal Airport,5.31911,-72.384,1028.0,SA,CO,CO-CAS,Yopal,yes,SKYP,EYP,SKYP,EYP,,https://en.wikipedia.org/wiki/El_Alcarav%C3%A1n_Airport,
333229,SLAL,medium_airport,Alcantarí Airport,-19.246835,-65.149611,10184.0,SA,BO,BO-H,Yamparaez,yes,,SRE,SLAL,,,https://en.wikipedia.org/wiki/Alcantar%C3%AD_Airport,
6179,SLBJ,medium_airport,Bermejo Airport,-22.7733001709,-64.31289672850001,1249.0,SA,BO,BO-T,Bermejo,no,SLBJ,BJO,SLBJ,,,https://en.wikipedia.org/wiki/Bermejo_Airport,
6180,SLCB,medium_airport,Jorge Wilsterman International Airport,-17.421100616455078,-66.1771011352539,8360.0,SA,BO,BO-C,Cochabamba,yes,SLCB,CBB,SLCB,,,https://en.wikipedia.org/wiki/Jorge_Wilstermann_International_Airport,
6182,SLCO,medium_airport,Capitán Aníbal Arab Airport,-11.040399551400002,-68.7829971313,889.0,SA,BO,BO-N,Cobija,yes,SLCO,CIJ,SLCO,,,https://en.wikipedia.org/wiki/Cap._Anibal_Arab_Airport,
6183,SLET,medium_airport,El Trompillo Airport,-17.8115997314,-63.1715011597,1371.0,SA,BO,BO-S,Santa Cruz,yes,SLET,SRZ,SLET,,,https://en.wikipedia.org/wiki/El_Trompillo_Airport,
512154,SLGM,medium_airport,Guayaramerín Airport,-10.88856,-65.380955,456.0,SA,BO,BO-B,Guayaramerín,yes,,GYA,SLGM,,,https://en.wikipedia.org/wiki/Guayaramer%C3%ADn_Airport,
6184,SLLP,medium_airport,El Alto International Airport,-16.5132999420166,-68.19229888916016,13355.0,SA,BO,BO-L,La Paz / El Alto,yes,SLLP,LPB,SLLP,,,https://en.wikipedia.org/wiki/El_Alto_International_Airport,
6185,SLOR,medium_airport,Juan Mendoza Airport,-17.962601,-67.076202,12152.0,SA,BO,BO-O,Oruro,no,SLOR,ORU,SLOR,,http://en.wikipedia.org/wiki/Juan_Mendoza_Airport,https://en.wikipedia.org/wiki/Juan_Mendoza_Airport,
6186,SLPO,medium_airport,Capitan Nicolas Rojas Airport,-19.543331,-65.723734,12922.0,SA,BO,BO-P,Potosí,no,SLPO,POI,SLPO,,,https://en.wikipedia.org/wiki/Cap._Nicolas_Rojas_Airport,
6187,SLPS,medium_airport,Capitán Av. Salvador Ogaya G. airport,-18.975301,-57.820599,440.0,SA,BO,BO-S,Puerto Suárez,yes,SLPS,PSZ,SLPS,,,https://en.wikipedia.org/wiki/Puerto_Su%C3%A1rez_International_Airport,
30334,SLRI,medium_airport,Capitán Av. Selin Zeitun Lopez Airport,-11.009355,-66.075468,462.0,SA,BO,BO-B,Riberalta,yes,SLRI,RIB,SLRI,,,https://en.wikipedia.org/wiki/Cap._Av._Selin_Zeitun_Lopez_Airport,
6188,SLSA,medium_airport,Santa Ana Del Yacuma Airport,-13.7622003555,-65.4352035522,472.0,SA,BO,BO-B,Santa Ana del Yacuma,no,SLSA,SBL,SLSA,,,https://en.wikipedia.org/wiki/Santa_Ana_del_Yacuma_Airport,
6189,SLSU,medium_airport,Juana Azurduy De Padilla Airport,-19.007099,-65.288696,9540.0,SA,BO,BO-H,Sucre,no,SLSU,,SLSU,,,https://en.wikipedia.org/wiki/Juana_Azurduy_de_Padilla_International_Airport,military
345118,SLSV,medium_airport,San Ignacio de Velasco Airport,-16.401239,-61.0452,1477.0,SA,BO,BO-S,San Ignacio de Velasco,no,,,SLSV,,,,
6190,SLTJ,medium_airport,Capitan Oriel Lea Plaza Airport,-21.5557,-64.701302,6079.0,SA,BO,BO-T,Tarija,yes,SLTJ,TJA,SLTJ,,,https://en.wikipedia.org/wiki/Cap._Oriel_Lea_Plaza_Airport,
6191,SLTR,medium_airport,Teniente Av. Jorge Henrich Arauz Airport,-14.8186998367,-64.9179992676,509.0,SA,BO,BO-B,Trinidad,no,SLTR,TDD,SLTR,,,https://en.wikipedia.org/wiki/Tte._Av._Jorge_Henrich_Arauz_Airport,
6192,SLVM,medium_airport,Teniente Coronel Rafael Pabón Airport,-21.2551994324,-63.4056015015,1305.0,SA,BO,BO-T,Villamontes,no,SLVM,VLM,SLVM,,,https://en.wikipedia.org/wiki/Tcnl._Rafael_Pab%C3%B3n_Airport,
6193,SLVR,large_airport,Viru Viru International Airport,-17.6448,-63.135399,1224.0,SA,BO,BO-S,Santa Cruz,yes,SLVR,VVI,SLVR,,,https://en.wikipedia.org/wiki/Viru_Viru_International_Airport,
6194,SLYA,medium_airport,Yacuiba Airport,-21.960899353027344,-63.65169906616211,2112.0,SA,BO,BO-T,Yacuíba,no,SLYA,BYC,SLYA,,,https://en.wikipedia.org/wiki/Yacuiba_Airport,
6195,SMJP,large_airport,Johan Adolf Pengel International Airport,5.45283,-55.187801,59.0,SA,SR,SR-PR,Zandery,yes,SMJP,PBM,SMJP,,http://www.japi-airport.com,https://en.wikipedia.org/wiki/Johan_Adolf_Pengel_International_Airport,"Zanderij, JAP International Airport, JAPI Airport, JAPIA, ZY Airport"
507771,SN6L,medium_airport,Dr. Luciano de Arruda Coelho Regional Airport,-3.614488,-40.231426,299.0,SA,BR,BR-CE,Sobral,yes,,JSO,SN6L,CE0164,,https://en.wikipedia.org/wiki/Sobral_Regional_Airport,
340053,SNCP,medium_airport,Planalto Serrano Regional Airport,-27.634128,-50.358253,2887.0,SA,BR,BR-SC,Correia Pinto,no,SNCP,EEA,SNCP,,https://infracea.com.br/aeroporto-regional-do-planalto-serrano-correia-pinto/,https://pt.wikipedia.org/wiki/Aeroporto_de_Correia_Pinto,
346,SNLN,medium_airport,Linhares Municipal Airport,-19.355202,-40.07128,138.0,SA,BR,BR-ES,Linhares,no,,LHN,SNLN,ES0002,https://linhares.es.gov.br/aeroporto-municipal-de-linhares/,https://pt.wikipedia.org/wiki/Aeroporto_de_Linhares,
43788,SO-0001,medium_airport,K50 International Airport,2.00528,44.986599,100.0,AF,SO,SO-SH,Mogadishu,yes,,,,,,https://en.wikipedia.org/wiki/K50_Airport,Km N° 50 Airport
6198,SOCA,large_airport,Cayenne – Félix Eboué Airport,4.819964,-52.361326,26.0,SA,GF,GF-CY,Matoury,yes,SOCA,CAY,SOCA,,,https://en.wikipedia.org/wiki/Cayenne_%E2%80%93_F%C3%A9lix_Ebou%C3%A9_Airport,"Cayenne-Rochambeau, Matoury"
6199,SOOG,medium_airport,Saint-Georges-de-l'Oyapock Airport,3.8976,-51.8041,46.0,SA,GF,GF-CY,Saint-Georges-de-l'Oyapock,no,SOOG,OYP,SOOG,,,https://en.wikipedia.org/wiki/Saint-Georges-de-l%27Oyapock_Airport,
6202,SPAY,medium_airport,Teniente General Gerardo Pérez Pinedo Airport,-10.7291,-73.766502,751.0,SA,PE,PE-UCA,Atalaya,no,SPAY,AYX,SPAY,,,https://en.wikipedia.org/wiki/Tnte._Gral._Gerardo_P%C3%A9rez_Pinedo_Airport,
6203,SPBC,medium_airport,Caballococha Airport,-3.91686010361,-70.5082015991,328.0,SA,PE,PE-LOR,Caballococha,no,,,SPBC,LHC,,https://en.wikipedia.org/wiki/Caballococha_Airport,
6204,SPBR,medium_airport,Iberia Airport,-11.4116,-69.488701,750.0,SA,PE,PE-MDD,Iberia,no,SPBR,IBP,SPBR,,,https://en.wikipedia.org/wiki/Iberia_Airport,
6205,SPCL,medium_airport,Cap FAP David Abenzur Rengifo International Airport,-8.37794017791748,-74.57430267333984,513.0,SA,PE,PE-UCA,Pucallpa,yes,SPCL,PCL,SPCL,,,https://en.wikipedia.org/wiki/Captain_Rolden_International_Airport,
6208,SPEO,medium_airport,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,-9.14961,-78.523804,69.0,SA,PE,PE-ANC,Chimbote,yes,SPEO,CHM,SPEO,,,https://en.wikipedia.org/wiki/Tnte._FAP_Jaime_Montreuil_Morales_Airport,
6213,SPHI,medium_airport,Air Force Captain Jose A Quinones Gonzales International Airport,-6.78748,-79.828102,97.0,SA,PE,PE-LAM,Chiclayo,yes,SPHI,CIX,SPHI,,,https://en.wikipedia.org/wiki/Cap._FAP_Jos%C3%A9_A._Qui%C3%B1ones_Gonzales_International_Airport,
6214,SPHO,medium_airport,Air Force Colonel Alfredo Mendivil Duarte Airport,-13.1548,-74.204399,8917.0,SA,PE,PE-AYA,Ayacucho,yes,SPHO,AYP,SPHO,,,https://en.wikipedia.org/wiki/Coronel_FAP_Alfredo_Mendivil_Duarte_Airport,Coronel FAP Alfredo Mendivil Duarte
6216,SPHZ,medium_airport,Comandante FAP German Arias Graziani Airport,-9.347439765930176,-77.59839630126953,9097.0,SA,PE,PE-ANC,Anta,no,SPHZ,ATA,SPHZ,,,https://en.wikipedia.org/wiki/Comandante_FAP_Germ%C3%A1n_Arias_Graziani_Airport,
6217,SPIM,large_airport,Jorge Chávez International Airport,-12.0219,-77.114305,113.0,SA,PE,PE-LIM,Lima,yes,SPJC,LIM,SPJC,,http://www.lap.com.pe/,https://en.wikipedia.org/wiki/Jorge_Ch%C3%A1vez_International_Airport,SPIM
6218,SPJA,medium_airport,Juan Simons Vela Airport,-6.06786,-77.160004,2707.0,SA,PE,PE-SAM,Rioja,no,SPJA,RIJ,SPJA,,,https://en.wikipedia.org/wiki/Juan_Simons_Vela_Airport,
6219,SPJE,medium_airport,Shumba Airport,-5.59248,-78.774002,2477.0,SA,PE,PE-CAJ,Jaén,yes,SPJE,JAE,SPJE,,,https://en.wikipedia.org/wiki/Ja%C3%A9n_Airport,
6220,SPJI,medium_airport,Juanjui Airport,-7.1691,-76.7286,1148.0,SA,PE,PE-SAM,Juanjuí,no,SPJI,JJI,SPJI,,,https://en.wikipedia.org/wiki/Juanju%C3%AD_Airport,
6221,SPJJ,medium_airport,Francisco Carle Airport,-11.7831001282,-75.47339630130001,11034.0,SA,PE,PE-JUN,Jauja,yes,SPJJ,JAU,SPJJ,,,https://en.wikipedia.org/wiki/Francisco_Carle_Airport,
6222,SPJL,medium_airport,Inca Manco Capac International Airport,-15.467100143432615,-70.158203125,12552.0,SA,PE,PE-PUN,Juliaca,yes,SPJL,JUL,SPJL,,,https://en.wikipedia.org/wiki/Inca_Manco_Capac_International_Airport,
6223,SPJR,medium_airport,Mayor General FAP Armando Revoredo Iglesias Airport,-7.13918,-78.489403,8781.0,SA,PE,PE-CAJ,Cajamarca,yes,SPJR,CJA,SPJR,,,https://en.wikipedia.org/wiki/Mayor_General_FAP_Armando_Revoredo_Iglesias_Airport,
6224,SPLO,medium_airport,General Jorge Fernandez Maldon Airport,-17.695,-71.344002,72.0,SA,PE,PE-MOQ,Ilo,yes,SPLO,ILQ,SPLO,,,https://en.wikipedia.org/wiki/Ilo_Airport,
6226,SPME,medium_airport,Captain Pedro Canga Rodríguez International Airport,-3.552074,-80.381086,115.0,SA,PE,PE-TUM,Tumbes,yes,SPME,TBP,SPME,,,https://en.wikipedia.org/wiki/Cap._FAP_Pedro_Canga_Rodr%C3%ADguez_Airport,Capitan FAP Pedro Canga Rodriguez
6228,SPMS,medium_airport,Moises Benzaquen Rengifo Airport,-5.89377,-76.118202,587.0,SA,PE,PE-LOR,Yurimaguas,yes,SPMS,YMS,SPMS,,,https://en.wikipedia.org/wiki/Mois%C3%A9s_Benzaquen_Rengifo_Airport,
6229,SPNC,medium_airport,Alferez Fap David Figueroa Fernandini Airport,-9.878809928894045,-76.20480346679688,6070.0,SA,PE,PE-HUC,Huánuco,yes,SPNC,HUU,SPNC,,,https://en.wikipedia.org/wiki/Alf%C3%A9rez_FAP_David_Figueroa_Fernandini_Airport,
6231,SPPY,medium_airport,Chachapoyas Airport,-6.201911,-77.856195,8333.0,SA,PE,PE-AMA,Chachapoyas,yes,SPPY,CHH,SPPY,,,https://en.wikipedia.org/wiki/Chachapoyas_Airport,
6232,SPQT,medium_airport,Coronel FAP Francisco Secada Vignetta International Airport,-3.78474,-73.3088,306.0,SA,PE,PE-LOR,Iquitos,yes,SPQT,IQT,SPQT,,,https://en.wikipedia.org/wiki/Crnl._FAP_Francisco_Secada_Vignetta_International_Airport,
6233,SPQU,medium_airport,Rodríguez Ballón International Airport,-16.3411006927,-71.5830993652,8405.0,SA,PE,PE-ARE,Arequipa,yes,SPQU,AQP,SPQU,,,https://en.wikipedia.org/wiki/Rodriguez_Ballon_International_Airport,
6235,SPRU,medium_airport,Capitan FAP Carlos Martinez De Pinillos International Airport,-8.08141040802002,-79.10880279541016,106.0,SA,PE,PE-LAL,Trujillo,yes,SPRU,TRU,SPRU,,,https://en.wikipedia.org/wiki/Cap._FAP_Carlos_Mart%C3%ADnez_de_Pinillos_International_Airport,
6236,SPSO,medium_airport,Captain Renán Elías Olivera International Airport,-13.7449,-76.220299,39.0,SA,PE,PE-ICA,Pisco,no,SPSO,PIO,SPSO,,,https://en.wikipedia.org/wiki/Capit%C3%A1n_FAP_Ren%C3%A1n_El%C3%ADas_Olivera_Airport,Capitán FAP Renán Elías Olivera
6237,SPST,medium_airport,Cadete FAP Guillermo Del Castillo Paredes Airport,-6.508739948272705,-76.37319946289062,869.0,SA,PE,PE-SAM,Tarapoto,yes,SPST,TPP,SPST,,,https://en.wikipedia.org/wiki/Cad._FAP_Guillermo_del_Castillo_Paredes_Airport,
6238,SPTN,medium_airport,Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.0533008575,-70.2758026123,1538.0,SA,PE,PE-TAC,Tacna,yes,SPTN,TCQ,SPTN,,,https://en.wikipedia.org/wiki/Crnl._FAP_Carlos_Ciriani_Santa_Rosa_International_Airport,
6239,SPTU,medium_airport,Padre Aldamiz International Airport,-12.6135997772,-69.2285995483,659.0,SA,PE,PE-MDD,Puerto Maldonado,yes,SPTU,PEM,SPTU,,,https://en.wikipedia.org/wiki/Padre_Aldamiz_International_Airport,Puerto Maldonado International Airport
6240,SPUR,medium_airport,Capitán FAP Guillermo Concha Iberico International Airport,-5.20574998856,-80.61640167239999,120.0,SA,PE,PE-PIU,Piura,yes,SPUR,PIU,SPUR,,,https://en.wikipedia.org/wiki/Cap._FAP_Guillermo_Concha_Iberico_International_Airport,
6241,SPYL,medium_airport,Captain Victor Montes Arias International Airport,-4.57664,-81.254097,282.0,SA,PE,PE-PIU,Talara,yes,SPYL,TYL,SPYL,,,https://en.wikipedia.org/wiki/Cap._FAP_Victor_Montes_Arias_Airport,Capitan FAP Victor Montes Arias
6242,SPZA,medium_airport,Maria Reiche Neuman Airport,-14.854,-74.961502,1860.0,SA,PE,PE-ICA,Nazca,yes,SPZA,NZC,SPZA,,https://www.aeronasca.com/como-llegar-al-aeropuerto-maria-reiche-en-nazca/,https://en.wikipedia.org/wiki/Maria_Reiche_Neuman_Airport,
6243,SPZO,large_airport,Alejandro Velasco Astete International Airport,-13.535699844400002,-71.9387969971,10860.0,SA,PE,PE-CUS,Cusco,yes,SPZO,CUZ,SPZO,,http://www.corpac.gob.pe/,https://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,
6244,SUAA,medium_airport,Ángel S. Adami International Airport,-34.7892,-56.264702,174.0,SA,UY,UY-MO,Montevideo,no,,,SUAA,,,https://en.wikipedia.org/wiki/%C3%81ngel_S._Adami_Airport,"Aeródromo de Melilla, Melilla Airport"
6245,SUDU,medium_airport,Santa Bernardina International Airport,-33.358898,-56.499199,305.0,SA,UY,UY-DU,Durazno,no,SUDU,DZO,SUDU,,,https://en.wikipedia.org/wiki/Santa_Bernardina_International_Airport,
6246,SULS,medium_airport,Capitan Corbeta CA Curbelo International Airport,-34.855099,-55.094299,95.0,SA,UY,UY-MA,Punta del Este,yes,SULS,PDP,SULS,,http://www.puntadeleste.aero/,https://en.wikipedia.org/wiki/Capitan_Corbeta_CA_Curbelo_International_Airport,
6247,SUMU,large_airport,Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,105.0,SA,UY,UY-CA,Ciudad de la Costa,yes,SUMU,MVD,SUMU,,,https://en.wikipedia.org/wiki/Carrasco_International_Airport,Montevideo
30253,SUPU,medium_airport,Tydeo Larre Borges Airport,-32.3633,-58.061901,138.0,SA,UY,UY-PA,Paysandú,no,SUPU,PDU,SUPU,,,https://en.wikipedia.org/wiki/Paysand%C3%BA_Airport,
6248,SUSO,medium_airport,Nueva Hesperides International Airport,-31.438499,-57.985298,187.0,SA,UY,UY-SA,Salto,no,SUSO,STY,SUSO,,,https://en.wikipedia.org/wiki/Nueva_Hesperides_International_Airport,
6249,SVAC,medium_airport,Oswaldo Guevara Mujica Airport,9.553375,-69.237869,640.0,SA,VE,VE-P,Acarigua,no,SVAC,AGV,SVAC,,,https://en.wikipedia.org/wiki/Oswaldo_Guevara_Mujica_Airport,Acarigua-Araure Airport
6251,SVAN,medium_airport,Anaco Airport,9.430225,-64.470726,721.0,SA,VE,VE-B,Anaco,no,SVAN,AAO,SVAN,,,https://en.wikipedia.org/wiki/Anaco_Airport,
6255,SVBC,large_airport,General José Antonio Anzoategui International Airport,10.111111,-64.692222,30.0,SA,VE,VE-B,Barcelona,yes,SVBC,BLA,SVBC,,http://aigdjaa.baer.gob.ve,https://en.wikipedia.org/wiki/General_Jos%C3%A9_Antonio_Anzo%C3%A1tegui_International_Airport,"Barcelona, Puero La Cruz,Lecheria"
6256,SVBI,medium_airport,Barinas Airport,8.615,-70.214167,615.0,SA,VE,VE-E,Barinas,yes,SVBI,BNS,SVBI,,,https://en.wikipedia.org/wiki/Barinas_Airport,
6258,SVBL,medium_airport,El Libertador Airbase,10.183375,-67.55732,1450.0,SA,VE,VE-D,,no,,,SVBL,ELR,,https://en.wikipedia.org/wiki/El_Libertador_Air_Base,
6259,SVBM,medium_airport,Barquisimeto International Airport,10.042747,-69.35862,2042.0,SA,VE,VE-K,Barquisimeto,yes,SVBM,BRM,SVBM,,,https://en.wikipedia.org/wiki/Jacinto_Lara_International_Airport,
6261,SVBS,medium_airport,Escuela Mariscal Sucre Airport,10.249978,-67.649422,1338.0,SA,VE,VE-D,Maracay,no,SVBS,MYC,SVBS,,,https://en.wikipedia.org/wiki/Mariscal_Sucre_Airport_(Venezuela),
6262,SVCB,medium_airport,General Tomas de Heres Airport,8.122161,-63.536957,197.0,SA,VE,VE-F,Ciudad Bolivar,no,SVCB,CBL,SVCB,,,https://en.wikipedia.org/wiki/Tom%C3%A1s_de_Heres_Airport,Aeropuerto General Tomas de Heres
6263,SVCD,medium_airport,Caicara del Orinoco Airport,7.62551,-66.162804,141.0,SA,VE,VE-F,,no,SVCD,CXA,SVCD,,,https://en.wikipedia.org/wiki/Caicara_del_Orinoco_Airport,
6267,SVCL,medium_airport,Calabozo Airport,8.924656,-67.417091,328.0,SA,VE,VE-J,Guarico,no,SVCL,CLZ,SVCL,,,https://en.wikipedia.org/wiki/Calabozo_Airport,
6268,SVCN,medium_airport,Canaima Airport,6.231989,-62.85485,1450.0,SA,VE,VE-F,Canaima,yes,SVCN,CAJ,SVCN,,,https://en.wikipedia.org/wiki/Canaima_Airport,
6270,SVCP,medium_airport,General Francisco Bermúdez Airport,10.660014,-63.261681,33.0,SA,VE,VE-R,Carúpano,yes,SVCP,CUP,SVCP,,,https://en.wikipedia.org/wiki/General_Jos%C3%A9_Francisco_Berm%C3%BAdez_Airport,
6271,SVCR,medium_airport,José Leonardo Chirinos Airport,11.414944,-69.680901,52.0,SA,VE,VE-I,Coro,yes,SVCR,CZE,SVCR,,,https://en.wikipedia.org/wiki/Jos%C3%A9_Leonardo_Chirino_Airport,
6272,SVCS,medium_airport,Caracas Óscar Machado Zuloaga International Airport,10.286874,-66.815847,2145.0,SA,VE,VE-M,Charallave,no,,,SVCS,,,https://en.wikipedia.org/wiki/%C3%93scar_Machado_Zuloaga_International_Airport,
6273,SVCU,medium_airport,Cumaná (Antonio José de Sucre) Airport,10.450333,-64.13047,14.0,SA,VE,VE-R,,yes,SVCU,CUM,SVCU,,,https://en.wikipedia.org/wiki/Antonio_Jos%C3%A9_de_Sucre_Airport,
